
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","9827","11540"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","15727","15727"
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","6539","11630"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","29815","41136"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6278","6371"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8424","9035"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3300","4263"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","42359","55364"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","9815","10160"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","10998","13424"
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","7903","9691"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","OPEN","Gender-Neutral","9862","28096"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","EWS","Gender-Neutral","4881","5054"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","SC","Gender-Neutral","7583","7992"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","AI","ST","Gender-Neutral","3646","3646"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","47915","55612"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","9228","9228"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","14609","14609"
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)","HS","ST","Gender-Neutral","10421","12193"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","18145","43534"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1610","1669"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6593","7338"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11139","15070"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6426","8732"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1882","3858"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","41208","55187"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1851","1851"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","8474","8993"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","15080","17482"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7754","10297"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2480","4253"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","43976","54203"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","8232","8614"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","15228","17014"
